,lemma_1,lemma_2,year,genre,source,text,clean_text
249,go,action,2012,WEB,atimes.com,to be attacked on the streets of New Delhi. The Delhi police went into action. The international media wanted to know who had done the attack minutes after it,to be attacked on the streets of New Delhi. The Delhi police went into action. The international media wanted to know who had done the attack minutes after it
250,go,action,2012,WEB,tvtropes.org,don't work. It's obvious that the amount of effort that went into Action 52 was almost nil. # Interplay tried to cash in on its Fallout franchise,don't work. It's obvious that the amount of effort that went into Action 52 was almost nil. # Interplay tried to cash in on its Fallout franchise
251,go,action,2012,WEB,art-bin.com,"into practice, we must weld the cadres together and encourage them to go into action; this comes into the category of "" using the cadres well "". #","into practice, we must weld the cadres together and encourage them to go into action; this comes into the category of "" using the cadres well "". #"
252,go,action,2012,WEB,all-history.org,", nevertheless, decide to form the Arab Liberation Army, which would go into action in the following weeks. On the night of 20 -- 21 January 1948,",", nevertheless, decide to form the Arab Liberation Army, which would go into action in the following weeks. On the night of 20 -- 21 January 1948,"
253,go,action,2012,WEB,speroforum.com,order to save the baby. Rocio had been deemed dead and Cuesta went into action to prevent the loss of another life. The baby was due for a natural,order to save the baby. Rocio had been deemed dead and Cuesta went into action to prevent the loss of another life. The baby was due for a natural
254,go,action,2012,WEB,ferretbrain.com,"puppies, is horrified by the violence unleashed as a result of Conan going into action, and tries to suppress and deny her yearning for Conan to go into action","puppies, is horrified by the violence unleashed as a result of Conan going into action, and tries to suppress and deny her yearning for Conan to go into action"
255,go,action,2012,WEB,ferretbrain.com,"action, and tries to suppress and deny her yearning for Conan to go into action with her naked-style. Blit, conversely, is just free and liberated enough to","action, and tries to suppress and deny her yearning for Conan to go into action with her naked-style. Blit, conversely, is just free and liberated enough to"
256,go,action,2012,WEB,history.navy.mil,"turned its attention to the urgent problems of logistic support for the forces going into action in the Far East. # Ammunition came first. At Yokosuka, under the","turned its attention to the urgent problems of logistic support for the forces going into action in the Far East. # Ammunition came first. At Yokosuka, under the"
257,go,action,2012,WEB,combatreform.org,"and can be configured for different tasks, ready upon air delivery to go into action. Here General Gavin has an arctic scene and today as we speak, scientists","and can be configured for different tasks, ready upon air delivery to go into action. Here General Gavin has an arctic scene and today as we speak, scientists"
258,go,action,2012,WEB,eagleforum.org,"to find out their effect in advance, or alert their friends to go into action with letter-writing and phone-calling. Congressmen and State Legislators who have been elected by liberal","to find out their effect in advance, or alert their friends to go into action with letter-writing and phone-calling. Congressmen and State Legislators who have been elected by liberal"
259,go,action,2012,WEB,huffingtonpost.com,", and they take a recess, the 19 Senate Republicans could then go into action and they'd have quorum because it's turned out that way. So we",", and they take a recess, the 19 Senate Republicans could then go into action and they'd have quorum because it's turned out that way. So we"
260,go,action,2012,WEB,engadget.com,"You can excavate it or just wait for the machine's vacuums to go into action, storing the powder away for future jobs. The technology, while streamlining certain","You can excavate it or just wait for the machine's vacuums to go into action, storing the powder away for future jobs. The technology, while streamlining certain"
261,go,action,2012,WEB,charleslindbergh.com,"Hoover (March 3, 1932) All criminal-detection agencies of the government went into action to aid in the recovery of Lindbergh's son. From the White House to","Hoover (March 3, 1932) All criminal-detection agencies of the government went into action to aid in the recovery of Lindbergh's son. From the White House to"
262,go,action,2012,BLOG,...ernagh.wordpress.com,"example Arendt gives lies in modern warfare. In these cases, men go into action and use means of violence in order to achieve certain objectives for their own sake","example Arendt gives lies in modern warfare. In these cases, men go into action and use means of violence in order to achieve certain objectives for their own sake"
263,go,action,2012,BLOG,localharvest.org,was time. All drawers and shelves were removed and warm soapy water went into action. With all this happening it meant tonight was another fridge clean-out meal. #,was time. All drawers and shelves were removed and warm soapy water went into action. With all this happening it meant tonight was another fridge clean-out meal. #
