name,hasName,hasRoleType,label,correspondsToFrameElement,hasDefinition
Role_Frame_Cognizing_bodily_functioning_x_schema,['bodily_functioning_x-schema'],,['Cognizing.bodily_functioning_x-schema'],,
Role_Frame_Gun_debate_bill,['bill'],,['Gun debate.bill'],,['proposed legislation']
Role_Frame_Position_subordinates,['subordinates'],,['Position.subordinates'],,
Role_Frame_Motion_to_avoid_a_destination_path,['path'],,['Motion to avoid a destination.path'],,
Role_Frame_Experiencing_a_negative_state_state_value,['state_value'],,['Experiencing a negative state.state_value'],,
Role_Frame_Gun_control_legislation_legislation,['legislation'],,['Gun control legislation.legislation'],,"['bill or law concerning use', 'etc. of guns', 'ownership']"
Role_Frame_Caring_caring_person,['caring_person'],['person'],['Caring.caring_person'],,['person with caring feelings/attitude towards others']
Role_Frame_Complex_process_complex_x_schema,['complex_x-schema'],,['Complex process.complex_x-schema'],,"['and the relation between them', 'process1', 'process2']"
Role_Frame_Enablement_enabled_entity,['enabled_entity'],,['Enablement.enabled_entity'],,
Role_Frame_Sadness_body,['body'],,['Sadness.body'],,
Role_Frame_Region_location_relations,['location_relations'],,['Region.location_relations'],,['relations between locations']
Role_Frame_Complex_process_protagonist1,['protagonist1'],,['Complex_process.protagonist1'],,
Role_Frame_Corporation_corporation_positions,['corporation_positions'],,['Corporation.corporation_positions'],,
Role_Frame_Argument_arguments_expressed,['arguments_expressed'],,['Argument.arguments_expressed'],,
Role_Frame_Downward_motion_goal,['goal'],,['Downward motion.goal'],,
Role_Frame_Restaurant_meal,['meal'],,['Restaurant.meal'],,
Role_Frame_Position_superior,['superior'],,['Position.superior'],,
Role_Frame_Destructive_force_destructive_force,['destructive_force'],,['Destructive force.destructive_force'],,
Role_Frame_Fluid_containment_fluid,['fluid'],['Liquid'],['Fluid containment.fluid'],,
Role_Frame_Control_forceful_process,['forceful_process'],,['Control.forceful_process'],,
Role_Frame_Life_life_span,['life_span'],,['Life.life_span'],,
Role_Frame_Control_controlling_entity,['controlling_entity'],,['Control.controlling_entity'],['Controlling_entity'],
Role_Frame_Happiness_body,['body'],,['Happiness.body'],,['body of the experiencer']
Role_Frame_Organization_ogranization_mission,['ogranization_mission'],,['Organization.ogranization_mission'],,
Role_Frame_Treating_a_physical_affliction_treatment_strategies,['treatment_strategies'],,['Treating a physical affliction.treatment_strategies'],,
Role_Frame_Containing_container,['container'],,['Containing.container'],['Container'],
Role_Frame_Harm_to_living_entity_harmful_effect_process,['harmful_effect_process'],,['Harm to living entity.harmful_effect_process'],,['the harm that the victim undergoes']
Role_Frame_Recreational_competition_outcome,['outcome'],,['Recreational competition.outcome'],,
Role_Frame_Body_weight_weight_amount,['weight_amount'],,['Body weight.weight_amount'],,
Role_Frame_Morality_moral_person,['moral_person'],,['Morality.moral_person'],,
Role_Frame_Analysis_analyzer,['analyzer'],,['Analysis.analyzer'],,
Role_Frame_Motion_impediments_mover_location,['mover_location'],,['Motion impediments.mover_location'],,
Role_Frame_Addressing_social_problems_extent_of_problem,['extent_of_problem'],,['Addressing social problems.extent_of_problem'],,
Role_Frame_Love_loved_thing,['loved_thing'],,['Love.loved_thing'],['Content'],['the person(or thing) that the experiencer loves']
Role_Frame_Bounded_region_interior,['interior'],['region'],['Bounded region.interior'],['Interior'],
Role_Frame_Directed_emotion_circumstance,['circumstance'],,['Directed emotion.circumstance'],['Circumstance'],['conditions in which stimulus evokes emotional response']
Role_Frame_Social_problems_problem_cause,['problem_cause'],,['Social problems.problem_cause'],,['origin of problem']
Role_Frame_Romantic_relationship_relationship_co_participant,['relationship_co_participant'],,['Romantic relationship.relationship_co_participant'],,
Role_Frame_Boat_on_the_rocks_boat,['boat'],,['Boat on the rocks.boat'],,
Role_Frame_Non_translational_motion_motion_x_schema,['motion_x-schema'],,['Non-translational motion.motion_x-schema'],,
Role_Frame_Decision_making_decision,['decision'],,['Decision making.decision'],['Decision'],['the course of action that is decided upon']
Role_Frame_Learning_learner,['learner'],,['Learning.learner'],,
Role_Frame_Corruption_corrupt_activities,['corrupt_activities'],['iterated activity'],['Corruption.corrupt_activities'],,"[""actions performed for corrupt entity's own benefit to the harm of those who are supposed to benefit from these actions""]"
Role_Frame_Addressing_poverty_problem_solving_actions,['problem-solving_actions'],['x-schema'],['Addressing poverty.problem-solving_actions'],,
Role_Frame_Addressing_poverty_problem_solvers,['problem_solvers'],,['Addressing poverty.problem_solvers'],,
Role_Frame_Seeing_seen_object,['seen_object'],['Entity'],['Seeing.seen_object'],,['The thing seen']
Role_Frame_Competitive_sport_activity_x_schema,['activity x-schema'],,['Competitive sport.activity x-schema'],,
Role_Frame_Punishment_punishment,['punishment'],,['Punishment.punishment'],,
Role_Frame_Boat_boat_course_of_motion,['boat_course_of_motion'],,['Boat.boat_course_of_motion'],,
Role_Frame_Resource_consumption_over_consumer_of_resources,['over-consumer_of_resources'],,['Resource consumption.over-consumer_of_resources'],,
Role_Frame_Meaning_meaningful_item,['meaningful_item'],,['Meaning.meaningful_item'],,['the thing which has meaning']
Role_Frame_Ingestion_ingestion_process,['ingestion_process'],['x-schema'],['Ingestion.ingestion_process'],,
Role_Frame_Work_scenario_activity,['activity'],,['Work scenario.activity'],,
Role_Frame_Experiencing_an_economic_status_stative_x_schema,['stative_x-schema'],,['Experiencing an economic status.stative_x-schema'],,
Role_Frame_Process_process_ongoing,['process_ongoing'],,['Process.process_ongoing'],,
Role_Frame_Beauty_evaluator,['evaluator'],['Person'],['Beauty.evaluator'],,
Role_Frame_Harm_to_living_entity_harmful_effect,['harmful_effect'],,['Harm to living entity.harmful_effect'],,
Role_Frame_Part_whole_whole_part_relation,['whole-part_relation'],,['Part whole.whole-part_relation'],,
Role_Frame_Possession_possessing,['possessing'],,['Possession.possessing'],,
Role_Frame_Object_manipulation_objects,['objects'],,['Object_manipulation.objects'],,
Role_Frame_Financial_resource_amount,['amount'],,['Financial resource.amount'],,
Role_Frame_Neighbor_Neighbor1,['Neighbor1'],['person'],['Neighbor.Neighbor1'],,
Role_Frame_Energy_type,['type'],,['Energy.type'],,
Role_Frame_Insanity_agitation_limit,['agitation_limit'],,['Insanity.agitation_limit'],,
Role_Frame_Government_decision_making_entity_under_consideration_final_state,['entity_under_consideration_final_state'],,['Government decision making.entity_under_consideration_final_state'],,
Role_Frame_Punishment_reason_for_punishment,['reason_for_punishment'],,['Punishment.reason_for_punishment'],,
Role_Frame_Organization_organizational_efficacy,['organizational_efficacy'],,['Organization.organizational_efficacy'],,
Role_Frame_Legislative_action_legislative_action,['legislative_action'],['x-schema'],['Legislative action.legislative_action'],,
Role_Frame_Control_controlling_process,['controlling_process'],,['Control.controlling_process'],,['the process the controller uses to exercising control']
Role_Frame_Decision_making_decision_effects,['decision_effects'],,['Decision making.decision_effects'],,['possible consequences of the decision']
Role_Frame_Desire_desire_experience,['desire_experience'],,['Desire.desire_experience'],,['the feeling or experience the experiencer has']
Role_Frame_Cleaning_instrument,['instrument'],,['Cleaning.instrument'],,"['washing machine', 'e.g. mop', 'rag']"
Role_Frame_Building_building_framework,['building_framework'],,['Building.building_framework'],,
Role_Frame_Motion_to_a_location_source,['source'],,['Motion to a location.source'],,
Role_Frame_Emotion_cause_of_emotion,['cause_of_emotion'],,['Emotion.cause_of_emotion'],['Stimulus'],['cause of the emotion or change in emotion_level']
Role_Frame_Scale_intermediate_values,['intermediate_values'],,['Scale.intermediate_values'],,['ranked with respect to each other']
Role_Frame_Discovery_discovery_process,['discovery_process'],,['Discovery.discovery_process'],,
Role_Frame_Understanding_understanding_x_schema,['understanding_x-schema'],['x-schema'],['Understanding.understanding_x-schema'],,
Role_Frame_Stability_stablity_entity,['stablity_entity'],['Complex_physical_object'],['Stability.stablity_entity'],,
Role_Frame_Competitive_sport_competitor2,['competitor2'],,['Competitive sport.competitor2'],,
Role_Frame_Decision_making_decision_basis,['decision_basis'],,['Decision making.decision_basis'],,['the information or rationale for making the decision']
Role_Frame_Journey_manner_of_journey,['manner_of_journey'],,['Journey.manner_of_journey'],,
Role_Frame_Media_media_medium,['media_medium'],,['Media.media_medium'],,
Role_Frame_Dissect_entity_under_dissection,['entity_under_dissection'],,['Dissect.entity_under_dissection'],,
Role_Frame_Barrier_affected_motion,['affected_motion'],,['Barrier.affected_motion'],,
Role_Frame_Insanity_insanity,['insanity'],,['Insanity.insanity'],,
Role_Frame_Relationship_inter_relation,['inter-relation'],,['Relationship.inter-relation'],,['set of relations between E1 and E2']
Role_Frame_Being_at_a_location_current_location,['current_location'],,['Being at a location.current_location'],['location'],"[""where the entity is located at some profiled point in time (e.g. 'now')""]"
Role_Frame_Impoverished_state_x_schema,['state_x-schema'],,['Impoverished.state_x-schema'],,"[""how economic state value changes over time (wrt standard of 'impoverishment')""]"
Role_Frame_Legislation_enactment_bill_status_change,['bill_status_change'],,['Legislation enactment.bill_status_change'],,
Role_Frame_Treating_a_physical_affliction_spread_of_disease,['spread_of_disease'],,['Treating a physical affliction.spread_of_disease'],,
Role_Frame_Perception_perceptual_experience,['perceptual_experience'],,['Perception.perceptual_experience'],,"['the experience of perceiving something', 'e.g. hearing a sound']"
Role_Frame_Gun_possession_possess_relation,['possess_relation'],,['Gun possession.possess_relation'],,
Role_Frame_Government_executive_action_governing_objectives,['governing_objectives'],,['Government executive action.governing_objectives'],,
Role_Frame_Knowing_knowledge_seeker,['knowledge_seeker'],,['Knowing.knowledge_seeker'],,
Role_Frame_Festive_event_purpose_of_event,['purpose of event'],,['Festive event.purpose of event'],,['e.g. celebrate a holiday']
Role_Frame_Competitive_sport_rules,['rules'],,['Competitive sport.rules'],,
Role_Frame_Cognizing_content,['content'],,['Cognizing.content'],['content'],"[""the target about which the cognizer's thoughts are directed""]"
Role_Frame_Cancer_patient_patient_self,['patient_self'],['person'],['Cancer patient.patient_self'],,
Role_Frame_Governing_action_governed,['governed'],,['Governing action.governed'],,
Role_Frame_Government_institution_functions,['functions'],,['Government institution.functions'],,['means by which responsibilities are filled']
Role_Frame_Bounded_region_boundary,['boundary'],,['Bounded region.boundary'],['Boundary'],
Role_Frame_Lust_lust_experiencer,['lust_experiencer'],['Person'],['Lust.lust_experiencer'],,
Role_Frame_Relationship_Relationship_relationship_whole,['Relationship.relationship_whole'],,['Relationship.Relationship.relationship_whole'],,
Role_Frame_Taste_taste_effector,['taste_effector'],['part-whole'],['Taste.taste_effector'],,"['the tongue and taste buds', 'I.e.']"
Role_Frame_Restore_to_life_life_restorer,['life_restorer'],,['Restore to life.life_restorer'],,['entity that restores life of life_liver']
Role_Frame_Nation_nation_infrastructure,['nation_infrastructure'],,['Nation.nation_infrastructure'],,
Role_Frame_Intimacy_degree_of_intimacy,['degree_of_intimacy'],,['Intimacy.degree_of_intimacy'],,
Role_Frame_Silencing_agent,['agent'],,['Silencing.agent'],['Agent'],['the person causing the silence']
Role_Frame_Substance_substance,['substance'],,['Substance.substance'],['substance'],
Role_Frame_Dissect_entity_in_totality,['entity_in_totality'],,['Dissect.entity_in_totality'],,
Role_Frame_Cognizing_thinker,['thinker'],,['Cognizing.thinker'],,
Role_Frame_Factory_Factory,['Factory'],,['Factory.Factory'],,
Role_Frame_Arithmetic_number_size,['number_size'],,['Arithmetic.number_size'],,
Role_Frame_Moral_corruption_corrupt_activities,['corrupt_activities'],,['Moral corruption.corrupt_activities'],,
Role_Frame_Bureaucracy_functions,['functions'],,['Bureaucracy.functions'],,
Role_Frame_Humor_humor_stimulus,['humor_stimulus'],,['Humor.humor_stimulus'],,"['thing or event that prompts the humor experience in the Experiencer', 'the person']"
Role_Frame_Government_executive_action_executive_actor,['executive_actor'],,['Government executive action.executive_actor'],,['e.g. President']
Role_Frame_Directed_emotion_emotion,['emotion'],,['Directed emotion.emotion'],,
Role_Frame_Family_family_whole,['family_whole'],,['Family.family_whole'],,
Role_Frame_Personal_weapon_weapon_user,['weapon_user'],,['Personal weapon.weapon_user'],,
Role_Frame_Responsibility_actions_to_carry_out_duty,['actions_to_carry_out_duty'],,['Responsibility.actions_to_carry_out_duty'],,
Role_Frame_Computer_hardware,['hardware'],,['Computer.hardware'],,
Role_Frame_Caused_change_of_state_transition,['transition'],,['Caused change of state.transition'],,
Role_Frame_Learning_source_of_learning,['source_of_learning'],,['Learning.source_of_learning'],,
Role_Frame_Investment_investment_market,['investment_market'],,['Investment.investment_market'],,
