name,hasBoundRole1,hasBoundRole2,label
Binding_46,['Role_Frame_Animate_entity_animate_entity'],['Role_Frame_Biological_entity_organism'],['Frame:Animate entity.animate_entity=Biological entity.organism']
Binding_151,['Role_Frame_Citizen_evaluation_of_government_Evaluation'],['Role_Frame_Evaluation_evaluation'],['Frame:Citizen evaluation of government.Evaluation=Evaluation.evaluation']
Binding_196,['Role_Frame_Control_control_relation_status'],['Role_Frame_Relation_relation_x_schema'],['Frame:Control.control_relation_status=Relation.relation_x-schema']
Binding_235,['Role_Frame_Destructive_natural_process_destructive_process'],['Role_Frame_Natural_process_natural_process'],['Frame:Destructive natural process.destructive_process=Natural process.natural_process']
Binding_956,['Role_Frame_Trust_relationship_normative_action'],['Role_Frame_Judgment_normative_judged_action'],['Frame:Trust relationship.normative_action=Judgment.normative_judged_action']
Binding_164,['Role_Frame_Competitive_sport_prize'],['Role_Frame_Recreational_competition_prize'],['Frame:Competitive sport.prize=Recreational competition.prize']
Binding_215,['Role_Frame_Crime_criminal_activity'],['Role_Frame_Legality_action'],['Frame:Crime.criminal_activity=Legality.action']
Binding_712,['Role_Frame_Physical_competition_competitor2'],['Role_Frame_Competition_competition_competitor2'],['Frame:Physical competition.competitor2=Competition.competition_competitor2']
Binding_732,['Role_Frame_Political_region_borders'],['Role_Frame_Bounded_region_boundary'],['Frame:Political region.borders=Bounded region.boundary']
Binding_864,['Role_Frame_Shepherding_sheep'],['Role_Frame_Work_scenario_affected_entity'],['Frame:Shepherding.sheep=Work scenario.affected_entity']
Binding_485,['Role_Frame_Happiness_cause_of_emotion'],['Role_Frame_Emotion_cause_of_emotion'],['Frame:Happiness.cause_of_emotion=Emotion.cause_of_emotion']
Binding_781,['Role_Frame_Reasoning_reasoner'],['Role_Frame_Cognizing_cognizer'],['Frame:Reasoning.reasoner=Cognizing.cognizer']
Binding_639,['Role_Frame_Motion_along_a_path_landmark'],['Role_Frame_Source_path_goal_landmark'],['Frame:Motion along a path.landmark=Source path goal.landmark']
Binding_602,['Role_Frame_Living_living_protagonist'],['Role_Frame_Life_life_liver'],['Frame:Living.living_protagonist=Life.life_liver']
Binding_880,['Role_Frame_Spatial_relation_entity_2'],['Role_Frame_Relation_entity_2'],['Frame:Spatial relation.entity_2=Relation.entity_2']
Binding_986,['Role_Frame_Visual_obstruction_focal_object'],['Role_Frame_Seeing_seen_object'],['Frame:Visual obstruction.focal_object=Seeing.seen_object']
Binding_399,['Role_Frame_Governing_action_governing_actor'],['Role_Frame_Government_governor'],['Frame:Governing action.governing_actor=Government.governor']
Binding_840,['Role_Frame_Self_initiated_state_change_objective'],['Role_Frame_Change_of_state_final_state'],['Frame:Self-initiated state change.objective=Change of state.final_state']
Binding_262,['Role_Frame_Dissect_entity_in_totality'],['Role_Frame_Cut_initial_size_of_object'],['Frame:Dissect.entity_in_totality=Cut.initial_size_of_object']
Binding_743,['Role_Frame_Position_position'],['Role_Frame_Responsibility_source_of_obligation'],['Frame:Position.position=Responsibility.source_of_obligation']
Binding_449,['Role_Frame_Government_executive_action_constraints_on_executive_actions'],['Role_Frame_Governing_action_constraints_on_governing_actions'],['Frame:Government executive action.constraints_on_executive_actions=Governing action.constraints_on_governing_actions']
Binding_891,['Role_Frame_Stable_stable_status'],['Role_Frame_Stability_stablity_scale'],['Frame:Stable.stable_status=Stability.stablity_scale']
Binding_306,['Role_Frame_Employment_employee'],['Role_Frame_Control_dependent_entity'],['Frame:Employment.employee=Control.dependent_entity']
Binding_622,['Role_Frame_Motion_affecting_actors_actor'],['Role_Frame_Motion_affecting_external_factors_impediment'],['Frame:Motion-affecting actors.actor=Motion-affecting external factors.impediment']
Binding_556,['Role_Frame_Judicial_decision_making_judicial_standards'],['Role_Frame_Government_decision_making_decision_making_standard'],['Frame:Judicial decision-making.judicial_standards=Government decision making.decision_making_standard']
Binding_466,['Role_Frame_Government_institution_US_legislative_branch'],['Role_Frame_legislative_branch_legislature'],['Frame:Government institution US.legislative_branch=legislative branch.legislature']
Binding_899,['Role_Frame_Sunken_confinement_confined_entity'],['Role_Frame_Being_at_a_Low_Location_located_thing'],['Frame:Sunken confinement.confined_entity=Being at a Low Location.located_thing']
Binding_739,['Role_Frame_Position_subordinates'],['Role_Frame_Power_power_yielder'],['Frame:Position.subordinates=Power.power_yielder']
Binding_462,['Role_Frame_Government_institution_rules'],['Role_Frame_Institution_rules'],['Frame:Government institution.rules=Institution.rules']
Binding_687,['Role_Frame_Part_whole_whole_part_relation'],['Role_Frame_Relation_relation'],['Frame:Part whole.whole-part_relation=Relation.relation']
Binding_115,['Role_Frame_Building_building_whole'],['Role_Frame_Containing_container'],['Frame:Building.building_whole=Containing.container']
Binding_484,['Role_Frame_Happiness_happiness'],['Role_Frame_Emotion_emotion'],['Frame:Happiness.happiness=Emotion.emotion']
Binding_816,['Role_Frame_Sadness_bodily_effect'],['Role_Frame_Emotion_bodily_effect'],['Frame:Sadness.bodily_effect=Emotion.bodily_effect']
Binding_274,['Role_Frame_Drugs_drug'],['Role_Frame_Physical_affliction_affliction'],['Frame:Drugs.drug=Physical_affliction.affliction']
Binding_852,['Role_Frame_Self_propelled_motion_mover'],['Role_Frame_Affected_motion_cause'],['Frame:Self propelled motion.mover=Affected motion.cause']
Binding_246,['Role_Frame_Disease_patient'],['Role_Frame_Harm_to_living_entity_victim'],['Frame:Disease.patient=Harm to living entity.victim']
Binding_103,['Role_Frame_Body_body_parts'],['Role_Frame_Animate_entity_specialized_parts'],['Frame:Body.body_parts=Animate entity.specialized_parts']
Binding_374,['Role_Frame_Forced_motion_mover'],['Role_Frame_Affected_motion_mover'],['Frame:Forced motion.mover=Affected motion.mover']
Binding_161,['Role_Frame_Competitive_sport_sporting_event'],['Role_Frame_Recreational_competition_event'],['Frame:Competitive sport.sporting_event=Recreational competition.event']
Binding_413,['Role_Frame_Government_governed'],['Role_Frame_Authority_governed'],['Frame:Government.governed=Authority.governed']
Binding_547,['Role_Frame_Judicial_decision_making_judged_party_status_change'],['Role_Frame_Government_decision_making_entity_under_consideration_status_change'],['Frame:Judicial decision-making.judged_party_status_change=Government decision making.entity_under_consideration_status_change']
Binding_415,['Role_Frame_Government_jurisdiction'],['Role_Frame_Political_region_locale'],['Frame:Government.jurisdiction=Political region.locale']
Binding_746,['Role_Frame_Possession_possessor'],['Role_Frame_Relation_entity_1'],['Frame:Possession.possessor=Relation.entity_1']
Binding_370,['Role_Frame_Force_dynamic_interaction_f_d_interaction_x_schema'],['Role_Frame_Complex_process_complex_x_schema'],['Frame:Force-dynamic interaction.f-d_interaction_x-schema=Complex process.complex_x-schema']
Binding_930,['Role_Frame_Transfer_scenario_transferor_process'],['Role_Frame_Complex_process_process1'],['Frame:Transfer scenario.transferor_process=Complex_process.process1']
Binding_149,['Role_Frame_Child_care_child_ren_'],['Role_Frame_Authority_governed'],['Frame:Child care.child(ren)=Authority.governed']
Binding_754,['Role_Frame_Poverty_amount_of_resources'],['Role_Frame_Economic_status_status'],['Frame:Poverty.amount of resources=Economic status.status']
Binding_20,['Role_Frame_Addressing_social_problems_problem_solvers'],['Role_Frame_Causation_agent'],['Frame:Addressing social problems.problem_solvers=Causation.agent']
Binding_225,['Role_Frame_Death_death_protagonist'],['Role_Frame_Caused_change_of_state_affected'],['Frame:Death.death_protagonist=Caused change of state.affected']
Binding_518,['Role_Frame_Institution_institution_whole'],['Role_Frame_Organization_organization_whole'],['Frame:Institution.institution_whole=Organization.organization_whole']
Binding_635,['Role_Frame_Motion_along_a_path_mover'],['Role_Frame_Motion_mover'],['Frame:Motion along a path.mover=Motion.mover']
Binding_984,['Role_Frame_Visual_evaluation_difficulties_in_evaluating'],['Role_Frame_Visual_obstruction_obstructing_object'],['Frame:Visual evaluation.difficulties in evaluating=Visual obstruction.obstructing_object']
Binding_898,['Role_Frame_Sunken_confinement_confined_entity'],['Role_Frame_Confinement_confined_entity'],['Frame:Sunken confinement.confined_entity=Confinement.confined_entity']
Binding_166,['Role_Frame_Competitive_sport_activity_x_schema'],['Role_Frame_Recreational_competition_activity_x_schema'],['Frame:Competitive sport.activity x-schema=Recreational competition.activity_x-schema']
Binding_64,['Role_Frame_Authority_governed'],['Role_Frame_Trust_trusting_entity'],['Frame:Authority.governed=Trust.trusting_entity']
Binding_590,['Role_Frame_Legislative_action_legislative_action_outcome'],['Role_Frame_Governing_action_governing_action_outcome'],['Frame:Legislative action.legislative_action_outcome=Governing action.governing_action_outcome']
Binding_679,['Role_Frame_Object_manipulation_effector'],['Role_Frame_Force_application_effector'],['Frame:Object manipulation.effector=Force-application.effector']
Binding_939,['Role_Frame_Trespassing_trespasser'],['Role_Frame_Motion_to_a_bounded_region_mover'],['Frame:Trespassing.trespasser=Motion to a bounded region.mover']
Binding_124,['Role_Frame_Cancer_cancer_patient'],['Role_Frame_disease_patient'],['Frame:Cancer.cancer_patient=disease.patient']
Binding_558,['Role_Frame_Killing_killed_being'],['Role_Frame_Death_death_protagonist'],['Frame:Killing.killed_being=Death.death_protagonist']
Binding_990,['Role_Frame_Voting_voter'],['Role_Frame_Government_decision_making_decision_maker'],['Frame:Voting.voter=Government decision making.decision_maker']
Binding_210,['Role_Frame_Crime_criminal_activity'],['Role_Frame_Cause_harm_cause'],['Frame:Crime.criminal_activity=Cause harm.cause']
Binding_766,['Role_Frame_Proximity_norm'],['Role_Frame_Scale_norm'],['Frame:Proximity.norm=Scale.norm']
Binding_838,['Role_Frame_Self_initiated_state_change_final_state'],['Role_Frame_Change_of_state_final_state'],['Frame:Self-initiated state change.final_state=Change of state.final_state']
Binding_866,['Role_Frame_Silencing_agent'],['Role_Frame_Causation_agent'],['Frame:Silencing.agent=Causation.agent']
Binding_105,['Role_Frame_Body_weight_weight_amount'],['Role_Frame_Resource_amount'],['Frame:Body weight.weight_amount=Resource.amount']
Binding_36,['Role_Frame_Anger_anger'],['Role_Frame_Emotion_emotion'],['Frame:Anger.anger=Emotion.emotion']
Binding_404,['Role_Frame_Governing_action_governor'],['Role_Frame_Purposeful_action_actor'],['Frame:Governing action.governor=Purposeful action.actor']
Binding_122,['Role_Frame_Burden_burdened_entity'],['Role_Frame_Motion_impediment_mover'],['Frame:Burden.burdened_entity=Motion impediment.mover']
Binding_969,['Role_Frame_Vehicular_motion_vehicle'],['Role_Frame_Affected_motion_mover'],['Frame:Vehicular motion.vehicle=Affected motion.mover']
Binding_612,['Role_Frame_Lust_intensity_of_experience'],['Role_Frame_Emotion_emotion_level'],['Frame:Lust.intensity_of_experience=Emotion.emotion_level']
Binding_895,['Role_Frame_Strict_father_family_mother'],['Role_Frame_Nuclear_family_mother'],['Frame:Strict father family.mother=Nuclear family.mother']
Binding_375,['Role_Frame_Forced_motion_speed'],['Role_Frame_Affected_motion_speed'],['Frame:Forced motion.speed=Affected motion.speed']
Binding_421,['Role_Frame_Government_governed'],['Role_Frame_Trust_relationship_trusting_entity'],['Frame:Government.governed=Trust relationship.trusting_entity']
Binding_1011,['Role_Frame_Wealth_wealth'],['Role_Frame_Economic_status_financial_resources'],['Frame:Wealth.wealth=Economic status.financial_resources']
Binding_981,['Role_Frame_Visual_evaluation_visible_properties'],['Role_Frame_Visual_obstruction_unobstructed_elements_of_focal_object'],['Frame:Visual evaluation.visible properties=Visual obstruction.unobstructed_elements_of_focal_object']
Binding_213,['Role_Frame_Crime_criminal'],['Role_Frame_Social_problems_immoral_citizens'],['Frame:Crime.criminal=Social problems.immoral_citizens']
Binding_667,['Role_Frame_Nuclear_family_mother'],['Role_Frame_Family_family_members'],['Frame:Nuclear family.mother=Family.family_members']
Binding_508,['Role_Frame_Impoverished_impoverishment'],['Role_Frame_Experiencing_an_economic_status_status'],['Frame:Impoverished.impoverishment=Experiencing an economic status.status']
Binding_702,['Role_Frame_Physical_affliction_symptoms'],['Role_Frame_Harm_to_living_entity_harmful_effect'],['Frame:Physical affliction.symptoms=Harm to living entity.harmful_effect']
Binding_351,['Role_Frame_Fluid_containment_fluid_level'],['Role_Frame_Containing_fullness_degree'],['Frame:Fluid containment.fluid_level=Containing.fullness_degree']
Binding_886,['Role_Frame_Stability_stablity_status'],['Role_Frame_Scale_position_on_scale'],['Frame:Stability.stablity_status=Scale.position_on_scale']
Binding_31,['Role_Frame_Analysis_analytic_conclusion'],['Role_Frame_Evaluation_evaluation'],['Frame:Analysis.analytic_conclusion=Evaluation.evaluation']
Binding_619,['Role_Frame_Monetary_evaluation_resource'],['Role_Frame_Financial_resource_resource'],['Frame:Monetary evaluation.resource=Financial resource.resource']
Binding_817,['Role_Frame_Sadness_emotion_level'],['Role_Frame_Emotion_emotion_level'],['Frame:Sadness.emotion_level=Emotion.emotion_level']
Binding_814,['Role_Frame_Sadness_cause_of_sadness'],['Role_Frame_Emotion_cause_of_emotion'],['Frame:Sadness.cause_of_sadness=Emotion.cause_of_emotion']
Binding_472,['Role_Frame_Guided_motion_follower'],['Role_Frame_Affected_motion_mover'],['Frame:Guided motion.follower=Affected motion.mover']
Binding_314,['Role_Frame_Erosion_erosion_cause'],['Role_Frame_Erosion_cause_of_destruction'],['Frame:Erosion.erosion_cause=cause_of_destruction']
Binding_688,['Role_Frame_Part_whole_whole'],['Role_Frame_Relation_entity_1'],['Frame:Part whole.whole=Relation.entity_1']
